term	section	course	instructor	whenWhere
Spring 2008	1382	MUSIC-181	Aczon	T 12:30-2:20pm M-125
Spring 2010	1382	MUSIC-181	Aczon	T 2:00-3:50pm M-125
Spring 2006	1382	MUSIC-181	Aczon	T 12:30-2:20pm M-125
Spring 2005	1382	MUSIC-181	Aczon	T 12:30-2:20pm M-125
Spring 2014	1382	MUSIC-181	Aczon	W 12:30-3:20pm M-125
Summer 2002	1514	MUSIC-181	Aczon	MTWTH 8:15-9:30am M-127 6/17-7/25
Summer 2003	1514	MUSIC-181	Aczon	MTWTH 10:30-11:45am M-125 6/23-7/31
Spring 2008	1989	MUSIC-190AR	Aczon	T 3:00-5:50pm M-125
Fall 2015	2485	MUSX-181	Aczon	TTH 12:30-1:50pm M-101
Fall 2013	2485	MUSIC-181	Aczon	MW 12:30-1:50pm M-125
Fall 2014	2485	MUSX-181	Aczon	TTH 12:30-1:50pm M-101
Fall 2002	2490	MUSIC-181	Aczon	T 2:00-3:50pm M-101
Fall 2001	2490	MUSIC-181	Aczon	T 11:00-12:50pm M-127
Fall 2007	2490	MUSIC-181	Aczon	T 12:30-2:20pm M-125 8/16-12/16
Fall 2008	2490	MUSIC-181	Aczon	T 2:00-3:50pm M-125
Fall 2012	2490	MUSIC-181	Aczon	T 2:00-4:50pm M-125 8/17-12/17
Fall 2006	2490	MUSIC-181	Aczon	T 12:30-2:20pm M-125
Fall 2013	2490	MUSIC-181	Aczon	MW 2:00-3:20pm M-125
Fall 2009	2490	MUSIC-181	Aczon	T 2:00-3:50pm M-125
Fall 2005	2490	MUSIC-181	Aczon	T 12:30-2:20pm M-125
Fall 2004	2490	MUSIC-181	Aczon	T 12:30-2:20pm M-125 8/19-12/19
Fall 2011	2490	MUSIC-181	Aczon	T 2:00-4:50pm M-125 8/17-12/17
Fall 2010	2490	MUSIC-181	Aczon	T 2:00-3:50pm M-125
Fall 2003	2490	MUSIC-181	Aczon	T 12:30-2:20pm M-101
Fall 2011	8071	MUSIC-181	Aczon	T 7:00-9:50pm M-125 8/17-12/17
Fall 2012	8071	MUSIC-181	Aczon	T 7:00-9:50pm M-125 8/17-12/17
Spring 2011	8131	MUSIC-190AR	Aczon	T 4:00-6:50pm M-125 1/22-5/27
Spring 2009	8131	MUSIC-190AR	Aczon	T 4:00-6:50pm M-125
Spring 2010	8131	MUSIC-190AR	Aczon	T 4:00-6:50pm M-125
Spring 2013	8154	MUSIC-190EN	Aczon	T 4:00-6:50pm M-125
Spring 2012	8154	MUSIC-190EN	Aczon	T 4:00-6:50pm M-125
Spring 2014	8160	MUSIC-190EN	Aczon	W 4:00-6:50pm M-125
Spring 2015	8257	MUSIC-190AT	Aczon	W 4:00-6:50pm M-125
Fall 2006	8281	MUSIC-181	Aczon	T 7:00-8:50pm M-125
Fall 2010	8281	MUSIC-181	Aczon	T 7:00-8:50pm M-125
Fall 2008	8281	MUSIC-181	Aczon	T 7:00-8:50pm M-125
Fall 2007	8281	MUSIC-181	Aczon	T 7:00-8:50pm M-125 8/16-12/16
Fall 2005	8281	MUSIC-181	Aczon	T 7:00-8:50pm M-125
Fall 2004	8281	MUSIC-181	Aczon	T 7:00-9:15pm M-125 9/07-12/14
Fall 2009	8281	MUSIC-181	Aczon	T 7:00-8:50pm M-125
Spring 2005	8284	MUSIC-181	Aczon	T 7:00-8:50pm M-125
Spring 2006	8284	MUSIC-181	Aczon	T 7:00-8:50pm M-125
Spring 2007	8284	MUSIC-181	Aczon	T 7:00-8:50pm M-125
Spring 2004	8284	MUSIC-181	Aczon	T 7:00-8:50pm M-127
Spring 2014	1749	ARCHI-135	Adams	MW 8:00-10:50am ET-103
Spring 2015	1749	ARCHI-135	Adams	MW 8:00-10:50am ET-103
Fall 2009	1773	ARCHI-130	Adams	TTH 8:00-10:50am ET-122A
Fall 2011	1776	ARCHI-220	Adams	MW 2:00-5:50pm ET-104 8/17-12/17
Fall 2012	1776	ARCHI-220	Adams	MW 2:00-5:50pm ET-104 8/17-12/17
Spring 2012	1783	ARCHI-136	Adams	MW 10:00-1:50pm ET-124
Spring 2014	1783	ARCHI-136	Adams	MW 11:00-1:50pm ET-103
Spring 2015	1783	ARCHI-136	Adams	MW 11:00-1:50pm ET-103
Spring 2013	1783	ARCHI-136	Adams	MW 10:00-1:50pm ET-124
Spring 2011	1784	ARCHI-150G	Adams	MW 11:00-1:15pm ET-124 2/28-5/25
Fall 2013	1791	ARCHI-135	Adams	MW 8:00-10:50am ET-124
Fall 2014	1791	ARCHI-135	Adams	MW 8:00-10:50am ET-103
Fall 2008	1791	ARCHI-135	Adams	TTH 11:00-1:50pm ET-124
Fall 2009	1791	ARCHI-135	Adams	TTH 11:00-1:50pm ET-124
Fall 2010	1791	ARCHI-135	Adams	TTH 11:00-1:50pm ET-124
Fall 2011	1791	ARCHI-135	Adams	MW 10:00-1:50pm ET-124 8/17-12/17
Fall 2012	1791	ARCHI-135	Adams	MW 10:00-1:50pm ET-124 8/17-12/17
Fall 2015	1791	ARCHI-135	Adams	MW 8:00-10:50am ET-103
Fall 2015	1795	ARCHI-136	Adams	MW 11:00-1:50pm ET-103
Fall 2014	1795	ARCHI-136	Adams	MW 11:00-1:50pm ET-103
Fall 2013	1795	ARCHI-136	Adams	MW 11:00-1:50pm ET-124
Spring 2011	1871	CONST-114	Adams	TTH 3:00-4:15pm ET-120B 1/22-5/27
Spring 2010	2949	ARCHI-130	Adams	TTH 8:00-10:50am ET-122A
Spring 2011	8609	CONST-144	Adams	T 6:30-9:20pm ET-120B 1/22-5/27
Spring 2012	8609	CONST-144	Adams	T 6:30-9:20pm ET-120B
Spring 2009	8609	CONST-144	Adams	T 6:30-9:20pm ET-120B
Spring 2010	8609	CONST-144	Adams	T 6:30-9:20pm ET-120B
Spring 2013	8609	CONST-144	Adams	T 6:30-9:20pm ET-120B
Fall 2007	8796	ARCHI-150D	Adams	TTH 11:00-1:50pm ET-124 8/16-12/16
Fall 2012	0540	ENGL-116	Adams	MW 12:30-1:45pm LA-115 8/17-12/17
Fall 2011	0540	ENGL-116	Adams	MW 12:30-1:45pm LA-115 8/17-12/17
Fall 2013	0652	ENGL-122	Adams	MW 12:30-1:50pm BFL-112
Fall 2014	0749	ENGL-126	Adams	MW 2:00-3:20pm LA-114
Fall 2013	1766	ENGL-116	Adams	MW 11:00-12:20pm ET-122B
Spring 2015	1773	PSYCH-220	Adams	TTH 2:00-3:20pm LA-121
Spring 2015	1829	PSYCH-215	Adams	TTH 12:30-1:50pm LA-119
Spring 2014	1961	ENGL-116	Adams	MW 2:00-3:20pm LA-212
Spring 2013	1976	ENGL-118	Adams	MW 12:30-1:45pm LA-212
Spring 2012	1976	ENGL-118	Adams	MW 12:30-1:45pm LA-212
Fall 2011	4122	ENGL-118	Adams	MW 2:00-3:15pm LA-115 8/17-12/17
Fall 2012	4122	ENGL-118	Adams	MW 2:00-3:15pm LA-115 8/17-12/17
Summer 2012	8036	ENGL-118	Adams	MW 5:30-9:45pm LA-116 6/18-7/25
Summer 2015	8041	ENGL-126	Adams	MW 5:30-9:45pm LC-109 6/15-7/22
Summer 2014	8041	ENGL-126	Adams	MW 5:30-9:45pm LC-109 6/16-7/23
Summer 2013	8075	ENGL-116	Adams	MW 5:30-9:45pm LA-115 6/17-7/24
Fall 2014	8111	ENGL-116	Adams	T 4:00-6:50pm LA-113
Fall 2014	8132	ENGL-122	Adams	M 4:00-6:50pm LA-210
Fall 2015	8133	ENGL-126	Adams	W 7:00-9:50pm LA-113
Fall 2015	8146	ENGL-126	Adams	M 7:00-9:50pm LA-211
Spring 2015	8169	ENGL-116	Adams	T 4:00-6:50pm LC-110
Spring 2015	8621	PSYCH-215	Adams	W 7:00-9:50pm MA-103
Fall 2014	8736	PSYCH-101	Adams	TTH 7:00-9:50pm LA-118 10/16-12/16
Spring 2014	8740	ENGL-118	Adams	M 4:00-6:50pm LA-115
Spring 2015	8744	ENGL-118	Adams	M 7:00-9:50pm LA-115
Spring 2013	8757	ENGL-122	Adams	M 4:00-6:50pm LC-110
Spring 2012	8757	ENGL-122	Adams	M 4:00-6:50pm LC-110
Spring 2002	8046	BUSGR-150E	Adams	TH 6:30-9:20pm BE-215 3/21-5/23
Summer 2002	8058	BUSIM-075I	Adams	TTH 6:00-8:50pm BE-216 7/09-7/25
Summer 2001	8058	BUSIM-075I	Adams	TTH 6:00-8:50pm BE-216 7/10-7/26
Summer 2003	8058	BUSIM-075I	Adams	TTH 6:00-8:50pm BFL-109 7/08-7/24
Summer 2001	8225	BUSGR-150A	Adams	TTH 6:00-8:50pm BE-216 6/12-6/28
Summer 2002	8225	BUSGR-150A	Adams	TTH 6:00-8:50pm BE-216 6/11-6/27
Fall 2002	8333	BUSIM-075I	Adams	M 7:00-9:50pm BFL-109 9/09-10/14
Fall 2001	8333	BUSIM-075I	Adams	M 7:00-9:50pm BE-216 9/10-10/15
Fall 2001	8336	BUSIM-075I	Adams	TH 7:00-9:50pm BE-216 11/1-12/13
Fall 2002	8336	BUSIM-075I	Adams	TH 7:00-9:50pm BFL-109 10/31-12/12
Fall 2001	8360	BUSGR-150A	Adams	S 9:00-11:50am BE-216 9/29-11/3
Fall 2002	8397	BUSGR-150E	Adams	T 6:00-9:50pm BFL-109 11/05-12/10
Spring 2002	8966	BUSGR-150A	Adams	S 9:00-12:20pm BE-216 1/19-2/23
Fall 2002	8986	BUSGR-150A	Adams	S 9:00-12:00pm BFL-109 9/28-11/02
Spring 2002	8995	BUSGR-150C	Adams	W 6:00-8:50pm BE-216
Summer 2004	9266	HIST-121	Adamson	MTWTH 10:30-12:35pm SRV-110B 6/28-8/05
Summer 2001	9267	HIST-121	Adamson	TTH 6:30-9:45pm SRV-102 6/5-7/26
Summer 2004	9746	HIST-120	Adamson	MTWTH 8:15-10:20am SRV-101 6/28-8/05
Fall 2004	1388	HIST-120	Adler	TTH 9:30-10:45am LA-215 8/19-12/19
Fall 2001	1388	HIST-120	Adler	TTH 2:00-3:15pm LA-215
Fall 2002	1388	HIST-120	Adler	TTH 2:00-3:15pm LA-215
Fall 2003	1388	HIST-120	Adler	TTH 9:30-10:45am LA-215
Fall 2005	1388	HIST-120	Adler	TTH 9:30-10:45am LA-215
Fall 2006	1388	HIST-120	Adler	TTH 9:30-10:45am LA-215
Fall 2004	1396	HIST-120	Adler	TTH 11:00-12:15pm LA-215 8/19-12/19
Fall 2006	1396	HIST-120	Adler	TTH 11:00-12:15pm LA-215
Fall 2005	1396	HIST-120	Adler	TTH 11:00-12:15pm LA-215
Fall 2003	1396	HIST-120	Adler	TTH 11:00-12:15pm LA-215
Fall 2002	1396	HIST-120	Adler	TTH 12:30-1:45pm LA-215
Fall 2001	1396	HIST-120	Adler	TTH 12:30-1:45pm LA-215
Fall 2001	1400	HIST-120	Adler	MW 1:00-2:15pm LA-215
Fall 2001	1402	HIST-120	Adler	MW 2:30-3:45pm LA-215
Spring 2006	1620	HIST-120	Adler	T 2:00-4:50pm LA-209
Spring 2007	1620	HIST-120	Adler	T 2:00-4:50pm LA-209
Fall 2002	2878	HIST-121	Adler	TTH 3:30-4:45pm LA-215
Fall 2001	2878	HIST-121	Adler	TTH 3:30-4:45pm LA-215
Fall 2001	0646	ENGL-122	Aengus	MWF 10:00-10:50am LA-115
Fall 2001	0661	ENGL-122	Aengus	MWF 12:00-12:50pm LA-114
Fall 2002	0722	ENGL-126	Aengus	MWF 9:00-9:50am LA-115
Fall 2001	0741	ENGL-126	Aengus	MWF 11:00-11:50am H-118
Fall 2002	0742	ENGL-126	Aengus	MWF 11:00-11:50am LA-113
Spring 2002	1997	ENGL-122	Aengus	MWF 9:00-9:50am LA-212
Summer 2001	2008	ENGL-126	Aengus	MTWTH 12:45-2:50pm LA-107 6/18-7/26
Spring 2002	2043	ENGL-126	Aengus	MWF 11:00-11:50am H-118
Summer 2002	4084	ENGL-122	Aengus	MTWTH 10:30-12:35pm LA-113 6/17-7/25
Summer 2002	4109	ENGL-126	Aengus	MTWTH 12:45-2:50pm LA-210 6/17-7/25
Summer 2001	8043	ENGL-126	Aengus	TTH 6:30-9:45pm LA-115 6/5-7/26
Fall 2005	0542	ENGL-116	Agnost	TTH 2:00-3:15pm LA-115
Fall 2009	0546	ENGL-116	Agnost	MW 11:00-12:15pm H-111
Fall 2006	0552	ENGL-116	Agnost	MW 2:00-5:15pm ATC-116 8/21-10/11
Fall 2012	0558	ENGL-116	Agnost	TTH 9:30-10:45am LA-114 8/17-12/17
Fall 2011	0558	ENGL-116	Agnost	TTH 9:30-10:45am LA-114 8/17-12/17
Fall 2009	0570	ENGL-118	Agnost	MW 9:30-10:45am H-105
Fall 2008	0570	ENGL-118	Agnost	MW 9:30-10:45am H-105
Fall 2006	0609	ENGL-118	Agnost	TTH 8:00-9:15am LA-117
Fall 2005	0609	ENGL-118	Agnost	TTH 8:00-9:15am LA-117
Fall 2008	0718	ENGL-123	Agnost	TTH 9:30-10:45am LA-107
Fall 2006	0744	ENGL-126	Agnost	TTH 11:00-12:15pm LA-115
Fall 2014	0972	ENGL-140	Agnost	TTH 12:30-1:50pm LC-103
Fall 2013	0972	ENGL-140	Agnost	TTH 12:30-1:50pm LC-103
Spring 2010	1928	ENGL-096	Agnost	TTHTH 11:00-12:15pm LC-103
Spring 2011	1928	ENGL-096	Agnost	TTHT 11:00-12:15pm LC-103 1/22-5/27
Spring 2011	1929	ENGL-096	Agnost	TTHTH 11:00-12:15pm LC-103 1/22-5/27
Spring 2010	1929	ENGL-096	Agnost	TTHTH 11:00-12:15pm LC-103
Spring 2009	1940	ENGL-098	Agnost	TTHT 8:00-9:15am LC-110
Spring 2009	1941	ENGL-098	Agnost	TTHTH 8:00-9:15am LC-110
Spring 2010	1942	ENGL-098	Agnost	TTHT 9:30-10:45am LC-103
Spring 2010	1943	ENGL-098	Agnost	TTHT 9:30-10:45am LC-103
Spring 2015	1944	ENGL-098	Agnost	MWW 9:30-10:50am LC-101
Spring 2015	1945	ENGL-098	Agnost	MWM 9:30-10:50am LC-101
Spring 2012	1955	ENGL-116	Agnost	MW 11:00-12:15pm LA-211
Spring 2013	1955	ENGL-116	Agnost	MW 11:00-12:15pm LA-211
Spring 2005	1965	ENGL-116	Agnost	TTH 8:00-9:15am LA-213
Spring 2012	1970	ENGL-118	Agnost	MW 9:30-10:45am LA-211
Spring 2013	1970	ENGL-118	Agnost	MW 9:30-10:45am LA-211
Spring 2010	1977	ENGL-118	Agnost	MW 12:30-1:45pm H-111
Spring 2009	1977	ENGL-118	Agnost	MW 12:30-1:45pm H-111
Spring 2011	1977	ENGL-118	Agnost	MW 12:30-1:45pm H-111 1/22-5/27
Fall 2012	2012	ENGL-116	Agnost	MW 9:30-10:45am LA-210 8/17-12/17
Fall 2011	2012	ENGL-116	Agnost	MW 9:30-10:45am LA-210 8/17-12/17
Fall 2009	2015	ENGL-118	Agnost	MW 12:30-1:45pm H-111
Fall 2006	2015	ENGL-118	Agnost	MWF 12:00-12:50pm H-118
Spring 2014	2056	ENGL-140	Agnost	TTH 12:30-1:50pm LC-103
Spring 2015	2056	ENGL-140	Agnost	TTH 12:30-1:50pm LC-103
Spring 2007	2057	ENGL-150	Agnost	MWF 10:00-10:50am LA-213
Spring 2006	2057	ENGL-150	Agnost	MWF 10:00-10:50am LA-213
Fall 2015	2206	ENGL-117	Agnost	MW 11:00-1:15pm L-201
Summer 2007	2251	ENGL-162	Agnost	MTWTH 10:30-12:35pm SSC-205 6/25-8/02
Summer 2006	2251	ENGL-162	Agnost	MTWTH 10:30-12:35pm LHS-210 6/12-7/20
Summer 2007	2252	ENGL-162	Agnost	MTWTH 1:30-3:35pm SSC-208 6/25-8/02
Summer 2006	2252	ENGL-162	Agnost	MTWTH 1:30-3:35pm BE-208 6/12-7/20
Fall 2008	2506	ENGL-118	Agnost	TTH 12:30-2:25pm LA-207 9/23-12/18
Spring 2009	2723	ENGL-116	Agnost	MW 11:00-12:15pm H-111
Spring 2010	2723	ENGL-116	Agnost	MW 11:00-12:15pm H-111
Spring 2011	2723	ENGL-116	Agnost	MW 11:00-12:15pm H-111 1/22-5/27
Fall 2015	3251	ENGL-096	Agnost	TTHT 11:00-12:20pm LC-110
Fall 2015	3253	ENGL-096	Agnost	TTHTH 11:00-12:20pm LC-110
Fall 2009	3288	ENGL-098	Agnost	TTHT 9:30-10:45am LC-110
Fall 2009	3290	ENGL-098	Agnost	TTHTH 9:30-10:45am LC-110
Spring 2005	3891	ENGL-116	Agnost	TTH 2:00-3:15pm LA-211
Spring 2007	3900	ENGL-118	Agnost	MWF 12:00-12:50pm LA-118
Spring 2006	3900	ENGL-118	Agnost	MWF 12:00-12:50pm LA-118
Fall 2012	4123	ENGL-118	Agnost	MW 11:00-12:15pm LA-210 8/17-12/17
Fall 2011	4123	ENGL-118	Agnost	MW 11:00-12:15pm LA-210 8/17-12/17
Spring 2011	5006	ENGL-122	Agnost	online 1/22-5/27
Spring 2008	5531	ENGL-122	Agnost	online 2/04-5/23
Fall 2008	8712	ENGL-105F	Agnost	M 7:00-9:50pm ATC-108 9/08-12/19
Spring 2009	8718	ENGL-105F	Agnost	M 7:00-9:50pm LC-202 2/09-5/18
Spring 2008	8970	ENGL-116	Agnost	MW 5:30-6:45pm LA-212
Spring 2002	3332	COUNS-110	Aguallo	TTH 9:30-10:45am C-103 3/19-5/23
Summer 2005	7102	COUNS-105	Aguallo	MT 4:00-6:50pm MA-103 6/06-6/07
Summer 2005	7110	COUNS-105	Aguallo	TW 4:00-6:50pm H-113 6/14-6/15
Summer 2004	7118	COUNS-105	Aguallo	MT 4:00-6:50pm LA-118 6/21-6/22
Summer 2004	7119	COUNS-105	Aguallo	WTH 4:00-6:50pm LA-118 6/23-6/24
Summer 2004	7127	COUNS-105	Aguallo	MT 4:00-6:50pm LA-118 6/28-6/29
Summer 2003	7127	COUNS-105	Aguallo	TW 1:00-3:50pm A-106 6/24-6/25
Summer 2003	7128	COUNS-105	Aguallo	TTH 1:00-3:50pm A-106 6/24-6/26
Summer 2005	7137	COUNS-105	Aguallo	MT 1:00-3:50pm H-113 7/11-7/12
Summer 2005	7139	COUNS-105	Aguallo	WTH 4:00-6:50pm H-113 7/13-7/14
Summer 2005	7147	COUNS-105	Aguallo	MT 4:00-6:50pm H-113 7/18-7/19
Fall 2002	7149	COUNS-105	Aguallo	MT 4:00-6:50pm MA-101 6/10-6/11
Fall 2002	7150	COUNS-105	Aguallo	MW 4:00-6:50pm MA-101 6/10-6/12
Fall 2002	7163	COUNS-105	Aguallo	TW 1:00-3:50pm A-106 6/25-6/26
Fall 2002	7164	COUNS-105	Aguallo	TTH 1:00-3:50pm A-106 6/25-6/27
Fall 2002	7175	COUNS-105	Aguallo	MT 4:00-6:50pm MA-101 7/15-7/16
Fall 2002	7176	COUNS-105	Aguallo	MW 4:00-6:50pm MA-101 7/15-7/17
Fall 2002	7186	COUNS-105	Aguallo	MT 1:00-3:50pm LA-209 7/22-7/23
Fall 2001	7194	COUNS-105	Aguallo	TW 4:00-6:50pm H-105 5/22-5/23
Fall 2001	7195	COUNS-105	Aguallo	TTH 4:00-6:50pm H-105 5/22-5/24
Fall 2001	7209	COUNS-105	Aguallo	MT 4:00-6:50pm H-105 6/11-6/12
Fall 2001	7210	COUNS-105	Aguallo	MW 4:00-6:50pm H-105 6/11-6/13
Fall 2001	7292	ASSES-105	Aguallo	TH 6:00-8:50pm TE-107 6/7-6/7
Fall 2001	7303	ASSES-105	Aguallo	F 9:30-12:20pm TE-107 7/6-7/6
Fall 2001	7314	ASSES-105	Aguallo	T 4:00-6:50pm TE-107 7/31-7/31
Fall 2002	7325	ASSES-105	Aguallo	W 6:00-8:50pm TE-107 6/26-6/26
Fall 2004	8460	HORT-110	Agudelo-Silva	WM 7:00-9:50pm OH-101 8/19-12/19
Spring 2004	9738	OCEAN-109	Agudelo-Silva	S 9:00-11:50am SRV-202
Summer 2015	8076	KNACT-176A	Aguiar	S 9:00-12:35pm PE-STADIUM 6/06-7/25
Summer 2014	8076	KNACT-176A	Aguiar	S 9:00-12:35pm PE-STADIUM 6/07-7/26
Summer 2014	8078	KNACT-176B	Aguiar	S 9:00-12:35pm PE-STADIUM 6/07-7/26
Summer 2015	8078	KNACT-176B	Aguiar	S 9:00-12:35pm PE-STADIUM 6/06-7/25
Fall 2015	8083	ECON-220	Akaba	W 7:00-9:50pm LA-215
Fall 2014	8083	ECON-220	Akaba	W 7:00-9:50pm LA-215
Fall 2013	8084	ECON-221	Akaba	W 7:00-9:50pm LA-107
Spring 2014	8559	ECON-221	Akaba	TH 7:00-9:50pm LA-120
Spring 2015	8566	ECON-220	Akaba	M 7:00-9:50pm MA-104
Spring 2010	9018	MATH-050	Akanyirige	TTH 7:00-8:15pm SRV-E160
Spring 2011	9018	MATH-050	Akanyirige	TTH 6:30-7:45pm SRV-E160 1/22-5/27
Spring 2010	9019	MATH-051	Akanyirige	TTH 7:00-8:15pm SRV-E160
Spring 2011	9019	MATH-051	Akanyirige	TTH 6:30-7:45pm SRV-E160 1/22-5/27
Spring 2011	9020	MATH-052	Akanyirige	TTH 6:30-7:45pm SRV-E160 1/22-5/27
Spring 2010	9020	MATH-052	Akanyirige	TTH 7:00-8:15pm SRV-E160
Spring 2010	9021	MATH-053	Akanyirige	TTH 7:00-8:15pm SRV-E160
Spring 2011	9021	MATH-053	Akanyirige	TTH 6:30-7:45pm SRV-E160 1/22-5/27
Summer 2015	9036	MATH-120	Akanyirige	MTWTH 10:30-2:00pm SRC-W216 6/15-7/23
Summer 2014	9036	MATH-120	Akanyirige	MTWTH 10:30-2:00pm SRC-W216 6/16-7/24
Spring 2011	9051	MATH-110	Akanyirige	online 1/28-5/27
Spring 2009	9051	MATH-110	Akanyirige	online 1/16-5/22
Spring 2008	9051	MATH-110	Akanyirige	online 1/18-5/23
Spring 2010	9051	MATH-110	Akanyirige	online
Summer 2010	9074	MATH-051	Akanyirige	MTWTH 6:00-8:05pm SRV-E160 6/14-7/22
Summer 2010	9075	MATH-050	Akanyirige	MTWTH 6:00-8:05pm SRV-E160 6/14-7/22
Fall 2010	9075	MATH-110	Akanyirige	MW 8:30-10:45am SRV-E226
Fall 2001	9075	MATH-110	Akanyirige	MW 9:30-11:45am SRV-101
Fall 2007	9075	MATH-110	Akanyirige	MW 8:30-10:45am SRC-E229 8/16-12/16
Fall 2008	9075	MATH-110	Akanyirige	MW 8:30-10:45am SRC-E229
Fall 2009	9075	MATH-110	Akanyirige	MW 8:30-10:45am SRC-E226
Fall 2002	9075	MATH-110	Akanyirige	MW 9:30-11:45am SRV-101
Fall 2003	9075	MATH-110	Akanyirige	MW 9:30-11:45am SRV-101
Fall 2004	9075	MATH-110	Akanyirige	MTWTH 8:15-9:20am SRV-101 8/19-12/19
Summer 2010	9076	MATH-052	Akanyirige	MTWTH 6:00-8:05pm SRV-E160 6/14-7/22
Fall 2014	9078	MATH-120	Akanyirige	TTH 8:30-10:45am SRC-E229
Summer 2010	9079	MATH-053	Akanyirige	MTWTH 6:00-8:05pm SRV-E160 6/14-7/22
Fall 2010	9082	MATH-142	Akanyirige	MW 11:00-12:50pm SRV-E229
Fall 2006	9082	MATH-142	Akanyirige	MW 11:00-12:50pm SRV-101
Fall 2007	9082	MATH-142	Akanyirige	MW 11:00-12:50pm SRC-E229 8/16-12/16
Fall 2011	9082	MATH-142	Akanyirige	MW 11:00-12:50pm SRC-E229 8/17-12/17
Fall 2005	9082	MATH-142	Akanyirige	MW 11:00-12:50pm SRV-101
Fall 2004	9082	MATH-142	Akanyirige	MW 12:00-1:50pm SRV-101 8/19-12/19
Fall 2009	9082	MATH-142	Akanyirige	MW 11:00-12:50pm SRC-E229
Fall 2008	9082	MATH-142	Akanyirige	MW 11:00-12:50pm SRC-E229
Fall 2003	9082	MATH-142	Akanyirige	MW 12:00-1:50pm SRV-101
Fall 2001	9082	MATH-142	Akanyirige	MW 12:00-1:50pm SRV-101
Fall 2002	9082	MATH-142	Akanyirige	MW 12:00-1:50pm SRV-101
Fall 2012	9082	MATH-142	Akanyirige	MW 11:00-12:50pm SRC-E229 8/17-12/17
Fall 2014	9084	MATH-142	Akanyirige	TTH 11:00-12:50pm SRC-E225
Fall 2015	9084	MATH-142	Akanyirige	TTH 11:00-12:50pm SRC-E225
Fall 2012	9094	MATH-135SP	Akanyirige	TTH 6:30-7:45pm SRC-E160 8/17-12/17
Fall 2014	9094	MATH-135SP	Akanyirige	TTH 6:30-8:45pm SRC-E160
Fall 2013	9094	MATH-135SP	Akanyirige	TTH 6:30-8:45pm SRC-E160
Fall 2011	9094	MATH-135SP	Akanyirige	TTH 6:30-7:45pm SRC-E160 8/17-12/17
Fall 2015	9103	MATH-090	Akanyirige	MW 8:30-10:45am SRC-E226
Fall 2012	9103	MATH-110	Akanyirige	MW 8:30-10:45am SRC-E226 8/17-12/17
Fall 2013	9103	MATH-090	Akanyirige	MW 8:30-10:45am SRC-E226
Fall 2011	9103	MATH-110	Akanyirige	MW 8:30-10:45am SRC-E226 8/17-12/17
Fall 2014	9103	MATH-090	Akanyirige	MW 8:30-10:45am SRC-E226
Fall 2013	9105	MATH-090	Akanyirige	TTH 11:00-1:15pm SRC-E229
Fall 2012	9108	MATH-110SP	Akanyirige	TTH 6:30-7:45pm SRC-E160 8/17-12/17
Fall 2014	9108	MATH-090SP	Akanyirige	TTH 6:30-8:45pm SRC-E160
Fall 2011	9108	MATH-110SP	Akanyirige	TTH 6:30-7:45pm SRC-E160 8/17-12/17
Fall 2013	9108	MATH-090SP	Akanyirige	TTH 6:30-8:45pm SRC-E160
Spring 2014	9166	MATH-050	Akanyirige	TTH 6:30-8:45pm SRC-E160
Spring 2014	9167	MATH-051	Akanyirige	TTH 6:30-8:45pm SRC-E160
Spring 2014	9168	MATH-052	Akanyirige	TTH 6:30-8:45pm SRC-E160
Spring 2014	9169	MATH-053	Akanyirige	TTH 6:30-8:45pm SRC-E160
Fall 2002	9174	MATH-110A	Akanyirige	TTH 7:00-9:15pm SRV-110
Fall 2008	9174	MATH-110SP	Akanyirige	TTH 7:00-9:15pm SRC-E187
Fall 2001	9174	MATH-110A	Akanyirige	TTH 7:00-9:15pm SRV-218
Fall 2003	9174	MATH-110A	Akanyirige	TTH 7:00-9:15pm SRV-110A
Fall 2004	9174	MATH-110SP	Akanyirige	TTH 7:00-9:15pm SRV-110A 8/19-12/19
Fall 2006	9174	MATH-110SP	Akanyirige	TTH 7:00-9:15pm SRV-110A
Fall 2005	9174	MATH-110SP	Akanyirige	TTH 7:00-9:15pm SRV-110A
Fall 2007	9174	MATH-110SP	Akanyirige	TTH 7:00-9:15pm SRC-E187 8/16-12/16
Fall 2001	9175	MATH-110B	Akanyirige	TTH 7:00-9:15pm SRV-218
Fall 2002	9175	MATH-110B	Akanyirige	TTH 7:00-9:15pm SRV-110
Fall 2003	9175	MATH-110B	Akanyirige	TTH 7:00-9:15pm SRV-110A
Fall 2007	9212	MATH-075	Akanyirige	TTH 8:30-10:50am SRC-E229 8/16-12/16
Fall 2006	9212	MATH-075	Akanyirige	TTH 8:30-10:50am SRV-109
Fall 2013	9214	MATH-075SP	Akanyirige	TTH 6:30-8:45pm SRC-E160
Fall 2014	9214	MATH-075SP	Akanyirige	TTH 6:30-8:45pm SRC-E160
Fall 2011	9214	MATH-075SP	Akanyirige	TTH 6:30-7:45pm SRC-E160 8/17-12/17
Fall 2012	9214	MATH-075SP	Akanyirige	TTH 6:30-7:45pm SRC-E160 8/17-12/17
Summer 2002	9273	MATH-120	Akanyirige	MTWTH 8:30-12:00pm SRV-101 6/17-7/25
Summer 2006	9273	MATH-075	Akanyirige	MTWTH 8:15-11:50am SRV-201 6/19-7/27
